article_id,count,language,publisher,full_text,headline,detected_locations,detected_persons
1229,0,Hindi,xyz,"Samsung will launch the Galaxy A51 and Galaxy A71 in India tomorrow, January 29.

 The latest Galaxy A-series models carry the companys Infinity-O Display design along with 20:9 aspect ratio.

 The price and availability of both Galaxy A71 and Galaxy A51 is expected to be announced on January 29.

 Samsung expanded its Galaxy A lineup with the launch of Galaxy A71 and Galaxy A51 last month. Now, the company has confirmed it will be launching the two smartphones in India on January 29. The latest Galaxy A-series models carry the companys Infinity-O Display design along with 20:9 aspect ratio. Both of them come equipped with a quad rear camera setup.

 The latest development comes from Samsung Indias Twitter page, which posted a teaser for new Galaxy A models that will be launched in India on January 29. The microsite for the new Galaxy A series models confirms that Samsung will launch both Galaxy A71 and Galaxy A51 in India as the smartphone names are mentioned in the URL.

 Awesome’s just about here. 2 days to go! #GalaxyA coming soon. #AwesomeIsForEveryone Get notified: https://t.co/Nhb31XQrfw pic.twitter.com/hOq95lBTaF

 Samsung Galaxy A71 features a 6.7-inch full-HD+ (1080x2400 pixels) Super AMOLED Infinity-O Display. It is powered by the Qualcomm Snapdragon 730 chipset. It has 128GB of internal storage that is expandable via microSD card (up to 512GB). It runs One UI 2.0 based on Android 10. The device packs a 4500mAh battery that supports 25W fast charging and comes with an in-display fingerprint scanner.

 On the optics front, Samsung Galaxy A71 sports a quad rear camera setup as well: a 64-megapixel primary sensor with an f/1.8 lens + a 12-megapixel secondary sensor with an f/2.2 ultra-wide-angle lens + a 5-megapixel depth sensor with an f/2.2 lens + a 5-megapixel sensor with an f/2.4 macro lens. On the front lies a 32MP selfie shooter.

 Samsung Galaxy A51 comes equipped with a 6.5-inch full-HD+ (1080x2400 pixels) Super AMOLED Infinity-O Display. It is powered by the Exynos 9611 SoC. It runs One UI 2.0 based on Android 10. The smartphone packs a 4000mAh battery that supports 15W fast charging. It features an in-display fingerprint scanner.

 In the optics department, Samsung Galaxy A51 sports a quad rear camera setup: a 48-megapixel primary sensor with an f/2.0 lens + a 12-megapixel secondary sensor with an f/2.0 ultra-wide-angle lens + a 5-megapixel sensor with an f/2.4 macro lens + a 5-megapixel depth sensor with an f/2.2 lens. On the front lies a 32MP selfie shooter.

 The price and availability of both Galaxy A71 and Galaxy A51 is expected to be announced on January 29.

","Samsung Galaxy A71, Galaxy A51 to be launched in India on January 29",Boston,Balwant Singh
1230,0,Gujarati,abc,"Sean Williams scored a hundred as Zimbabwe posted 352/6 against Sri Lanka on Day 1 of the second Test in Harare on Monday.

 The left-handed batsman scored 107 off 137 balls with the help of 10 fours and three sixes as Sikandar Raza (72) and Brendan Taylor (62) struck half-centuries.

 For the islanders, paceman Suranga Lakmal took two wickets as did Dhananjaya de Silva.

 Williams scored his second Test century and joined hands with Raza when the team were in a spot of bother at 133/4. The pair shared a 159-run stand which was broken by Lasith Embuldeniya as Raza found Angelo Mathews in the deep, who completed a diving catch.

 Sri Lanka won the first Test of the two-match series by 10 wickets.

 Brief scores: Zimbabwe 352/6 in 90 overs (Sean Williams 107, Sikandar Raza 72, Brendan Taylor 62; Suranga Lakmal 2/31, Dhananjaya de Silva 2/67) vs Sri Lanka

",Williams ton propels Zimbabwe to 352/6 on Day 1,New York,Kobe Bryant
1231,0,Gujarati,xyz,"Given the obsession to limit the dressed up fiscal deficit figure and unable to think of better responses to the growth slowdown than tax cuts, it is more than likely that sound economic management and ways to address the intensifying stagflation would not be the focus of the Finance Minister’s attention when presenting the next Budget.

 Objective number one is likely to be a show of fiscal prudence. But, given the recessionary environment, that alone would not do, since there must be some indication of further efforts to stimulate the economy and trigger a turnaround. That needs enhanced spending.

 Faced with these twin objectives, the government would have to project substantially higher receipts, that can match increased expenditures without flouting its own conservative fiscal stance, signalled by tight control over the fiscal deficit. This is bound to set off a scramble for resources, real or imaginary.

 Some would be extracted from the RBI, though having cleared out accumulated “surplus” reserves in fiscal 2019-20, the sum that would be available from this source in 2020-21 would be lower than in the preceding fiscal year.

 Non-debt capital receipts from privatisation appear a source that the Finance Minister can turn to because of the projected large shortfall in privatisation receipts in 2019-20. If the opportunity identified for 2019-20 remains unutilised, then tapping that source should be an obvious option for 2020-21. However, the shortfall in 2019-20 raises a number of questions.

 As per plans revealed in bits and pieces, the principal means of raising large resources from privatisation was to be strategic sale. The Cabinet had cleared plans for a large stake sale along with transfer of management control in BPCL, Container Corporation of India and Air India and had identified a set of steel and other projects that could be put through the same process, all with the primary aim of raising budgetary resources. In fact, in instances like BPCL, the conventional arguments of negative profits and inefficiency characterising public sector entities warranting privatisation did not apply.

 While these were among the advertised plans, in actual fact a significant chunk of the resources raised so far was from the sale of public sector enterprise equity-linked exchange-traded funds. Besides this, money came in through IPOs by IRCTC and Rail Vikas Nigam and an offer for sale of equity from RITES.

 This limited mobilisation suggests that there was some set of factors holding back the effort to garner resources through strategic sales and wholesale privatisation. In some cases, like Air India, the accumulated debt and liabilities of enterprises were so huge that private buyers were unwilling to take over, unless the government cleaned the books. But for a cash-strapped government looking for resources any effort to neutralise debt with its money prior to a sale hardly made sense.

 The second reason why the privatisation effort may have stalled is the state of the economy, which could have affected the government’s assessment of its ability to ensure sales of public assets at prices that seemed reasonable, let alone lucrative. Finally, the same state of the economy may be just discouraging private investors who still had access to the required cash to hold back on making a bid for these enterprises.

 The prospect that the RBI and privatisation may not be major sources of funds, has set off a scramble for resources, real or imaginary.

 Despite the recession, the government has claimed that it would be able to significantly increase tax collection in the remaining months. The Revenue Department of the Finance Ministry has reportedly set the Central Board of Indirect Taxes and Customs a target of GST revenue collection of Rs.3.55 lakh crore over the last three months of fiscal 2019-20. Set at Rs. 1.15 lakh crore for January and February 2020, and Rs. 1.25 lakh crore for March 2020, this amounts to an average of Rs. 1.18 lakh crore over the three months. That seems near impossible since the average achieved over the first nine months of the financial year was just marginally above Rs.1 lakh crore.

 But the fact that the government can set such targets shows that it would be willing to inflate estimates presented in the Budget. The claim is that the tax authorities would come down heavily on those availing “fake” input credits, of which they claim to have evidence. What is unclear is if such evidence was available, why did the government have to wait till this late stage to start the process of extracting taxes due from tax law violators.

 Since the Budget is being presented on February 1, which is two months before the financial year actually ends, revenue and expenditure figures for the financial year as a whole are estimates. Those estimates should be based on trends in the first 9-10 months of the current financial year and full-year figures for recent years gone by. But if targets can be set that are not based on what the trends suggest on what the tax department has been mandated to do, then it is possible to convert such ‘targets’ into estimates of revenue that would be realised. And if estimates can be inflated for the current financial year that can be easily done for the next as well.

 Finally, there is the possibility of not bringing into the budget expenditures that must be accounted for. As in the recent past, allocations to agencies like the FCI can be held back, forcing them to borrow to meet what should be budget financed expenditures. Such practices have been adopted by previous governments as well, but reliance on them has increased considerably. Off-budget transactions of that kind reduce the ‘declared’ fiscal deficit to GDP ratio, but unfairly burden public institutions with debt that arises merely because they are implementing central government policies.

 Put together, these measures would amount to little more than playing with figures, while the economy continues its downward slide. But that is the price to be paid for being obsessed with ‘business-friendly” policies while believing that politically the economy does not matter since Hindutva attracts voters.

",Budget 2020: The scramble for resources,Bangalore,Saurav Ghosal
1232,0,Telugu,abc,"Attacking Chief Minister Arvind Kejriwal, Union Home Minister Amit Shah on Monday challenged the AAP chief to go to Shaheenbagh, so that voters can decide whom to vote in the assembly elections. Protests are going on against the CAA in Shaheenbagh.

 Shah said at an election meeting in Rithala in northwest Delhi that Kejriwal and Congress leader Rahul Gandhi were against the construction of Ram temple and the repeal of Article 370 and that they did not care about the country’s image and soldiers. He said that the opposition is afraid that the decision will spoil their vote bank.

 He asked, “Are you their vote bank? Where is their vote bank? The crowd responded to this,” Shaheenbagh”.

 Shah said, “I want to ask Kejriwal whether he is in favor of arresting Sharjeel Imam or not? Are you with the people of Shaheenbagh or not, please tell the people of Delhi.” Imam was one of the early organizers of the protest in Shaheenbagh.

 In reply to this, Kejriwal alleged that the Bhagwa party (BJP) is doing ‘Dirty Politics’ on Shaheenbagh. He said that the responsibility of the law and order of the national capital is the responsibility of Center and “If they are saying that they need permission from me, I am giving permission, remove the road jam in an hour.”

 In another rally, Shah accused Rahul Gandhi and Kejriwal of doing politics of ‘votebank’ on the national issue and ‘supporting’ the protest of Shaheen Bagh. He said, “The Modi government will not spare the anti-nationals”.

","Delhi Elections : ‘Modi Government will not Spare the Anti-Nationals’ – Amit Shah, Challenged Kejriwal to Go to Shaheen Bagh",Boston,Sara Ali Khan
1233,0,Gujarati,pqr,"Grandfather Plays Harmonica to Cockatiel (Photo Credits: Video Screengrab/ @_sugarbones/ Twitter)

 Time and again, the internet proves that it can also be a fun place to kill boredom. We have been blessed with many viral moments that are adorable enough to enthral us. One such clip has emerged on social media to delight us. A grandfather, playing the harmonica to his granddaughter’s pet bird, a cockatiel. It is absolutely endearing to see the grandpa, playing the instrument and also giving the bird a fair chance, as it happily whistles along with the music. Ever since uploaded on Twitter, the clip managed to win netizens’ hearts, as it gained over two million views and the count does not seem to end soon. Parrot Dancing and Whistling on ‘Aankh Marey’ Is the Best Thing You Will See on the Internet Today.

 The video is shared by Twitter user @_sugarbones. She is an artist from Hamilton, Ontario, Canadian Province. It appears that the grandfather was not very much interested in his granddaughter’s pet. As the video was captioned as, “my grandpa: don’t bring the bird over. also my grandpa,” while sharing what happened once the bird was brought over. The pair enjoyed the sound of music together. The cockatiel is named Peachy, which is perched on the back of a white chair. The man can be seen playing a song on the instrument, pausing every time to allow the bird, whistle to accompany the music. Parrot Head-Banging to DJ Music.

 Watch the Viral Video:

 my grandpa: don’t bring the bird over

 also my grandpa: pic.twitter.com/Cx0VffaKY3

 — Sugar B ♡ (@_sugarbones) January 24, 2020

 The clip is too adorable to give a miss. It can carry all your blues away. Comments surfaced for the video, with people cheering the beautiful relationship. Although the grandfather may not intend to bond initially, they sure make an inseparable pair.

",Grandfather Plays Harmonica to Cockatiel! Viral Video Shows Bird Happily Whistling to the Music,Manhattan,Balwant Singh
1234,0,Tamil ,xyz,"Selena Gomezs third studio album Rare is not just one of the most popular albums of the year but also quite personal to the pop star. For those who follow Selena would know that the album is also a closure of a painful chapter for Selena. Recently in an interview with NPRs Lulu Garcia-Navarro, the singer revealed what inspired her song from the album and also opened up about the emotional abuse that she had to go through during her tumultuous relationship with Justin Bieber.

 Selena in the interview revealed that she is proud of the song Lose You to Love Me, which is said to be the most emotional song from the album. Selena said, Im very proud of it. It has a different meaning to me now from when I wrote it. I felt I didnt get a respectful closure, and I had accepted that, but I know I needed some way to just say a few things that I wish I had said.

 When asked if the song is a breakup song, Selena said she doesnt classify it as a hateful breakup song. Its a song that is saying — I had something beautiful and I would never deny that it wasnt that, she explained and added, It was very difficult and Im happy its over.

 Selena was explicitly asked if she is saying goodbye to her ex Justin Bieber in the song, Selena replied, You had to get the name in, I get it.

 Selena also revealed in the interview that she found strength while working on the song. Its dangerous to stay in a victim mentality. And Im not being disrespectful, I do feel I was a victim to certain abuse, she commented. Selena revealed she referred to emotional abuse, explaining further she added, Yes, and I think that its something that — I had to find a way to understand it as an adult. And I had to understand the choices I was making. As much as I definitely dont want to spend the rest of my life talking about this, I am really proud that I can say I feel the strongest Ive ever felt and Ive found a way to just walk through it with as much grace as possible.

 Stay tuned to BollywoodLife for more scoops and updates.

",Selena Gomez on tumultuous relationship with Justin Bieber: I had something beautiful and I would never deny that,Boston,Kanye West
1235,0,Tamil ,xyz,"In the last episode we saw that Aliya tries to convince Sanju to leave the city for a while. Sanju is convinced that if he leaves, Ranbir will take Prachi away from him. Pragya is feeling guilty about missing her date with Abhi. She convinces Ranbir and his entire family to go out for coffee with her. Pragya reaches the restaurant and looks for Abhi and calls Purab to find about his whereabouts. Prachi and Shahana are searching for a table when bump into Abhi. They ask him to meet their mother. Abhi decides to go with them and then remembers that he needs to buy flowers for Pragya. When Abhi goes out Pragya passes by his table and which is empty.

 Kumkum Bhagya 28 January 2020 Preview

 In tonight’s episode Pragya (Sriti Jha) tells Sarita she knows that there must have been some misunderstanding. She says that she understands why she didn’t get to meet Abhi. She is still angry and upset because she cannot control her emotions. She says that she wanted to meet Abhi. Will Sarita help Abhi meet Pragya? Stay hooked to find out.

",Kumkum Bhagya 28 January 2020 Preview: Pragya feels guilty for not being able to meet Abhi,Bangalore,Sharjeel Immams
1236,0,Hindi,pqr,"The Union Budget to be presented on 1 February has been taken to be the next big thing that can happen to reshape the prospects of the economy. Starting with monetary policy and moving along a series of sector-specific policies, the needle has come back to fiscal policy to offer solutions.

 So far the focus has been on the supply side when the problem appears to be on the demand side. In a limited manner, the government did lower the corporate tax rate to provide an incentive to industry to invest on the demand side, but admittedly this will take time to work out. A more direct attack is required and within the realm of the Budget, capex can be the pivot.

 Representational image. Reuters

 When the suggestion is made that the government should spend more, it is assumed that the focus is on increasing capex which will be directed towards roads, railways, power, ports, etc., which will, in turn, generate jobs directly. Cutting corporate tax rate or making funds cheaper is part of the plan.

 However, for the tax cut to work, it has to be invested and the government has no control over what companies do. Similarly, the RBI can cut rates aggressively but the response of companies cannot be forced as they are based on demand conditions.

 Capex injects funds directly into the spending stream and is hence superior to even direct cash transfers where the action of the beneficiary can never be guessed accurately.

 So how important or large is this capex? The table below provides some time perspective of capex of the central government and related ratios.

 While capital expenditure is aggregate outlay on the capital side, the effective capex excludes loans given by the central government and outlays on defence. The table provides valuable insights on the importance of capex.

 First, it has been increasing at a compound rate of 10.3 percent per annum in the last six years which is the same as that of overall size of the Budget. Therefore, there has been a tendency to keep the rate of growth in capex on par. This is important because it can be an indicator of what kind of growth can be expected in the ordinary course of budgeting for FY21. Under normal conditions, if the overall size of the Budget increases to say Rs 30.65 lakh crore, effective capex would be 2.28 lakh crore.

 Second, the effective capital expenditure which is what is really spent on non-defence non-loans purpose and includes the physical infrastructure that is created is around 60 percent of total capital expenditure of the government and an improvement from the range of 43-47 percent in 2013-14 and 2014-15. The difference is the amount deployed for defence and loans and advances given to other entities which are mainly state governments. The defence needs to be excluded because normally such expenditure would be import-oriented and would not add to investment within the country. Loans by definition would be capex accounted for by states which however may also be used for repayment as money is fungible.

 Third, as a proportion of total expenditure effective capex has been in the region of 7.5-8 percent in the last five years which is definitely higher than the 5-6 percent maintained earlier.

 Fourth, the same is just about 1 percent of the GDP and quite clearly has been elevated in the last five years where it has been higher than in the earlier years. Therefore, the BJP-led government has been quite aggressive on this front to ensure that capex is progressively higher.

 Against this background, the pertinent ideas which come to mind are two-fold. The first is what can be the level of expenditure this time assuming that the government goes in for a stimulus. The fiscal deficit ratio will be important here as an increase in capex beyond 10 percent—which broadly could be the number taken for the size of the Budget—too, would mean a higher deficit will be generated. The ratio was targeted at 3.3 percent for FY20 which can be breached and move towards 3.8-4 percent mark as being the revised ratio. This will be a call that the government has to take.

 Intuitively, an additional 1 percent fiscal deficit ratio would be around Rs 2-2.1 lakh crore that can be incurred. The critical thing of course is whether or not the other numbers on revenue and mandatory expenditure work out as projected or not. Assuming that the other numbers will be on course, the additional Rs 2 lakh crore can be used for effective capex and the fiscal deficit ratio would increase from 3.3 percent (Budget 2019-20) to 4.3 percent (Budget 20120-21). The question is whether or not the government is prepared for this higher level given that the Fiscal Responsibility and Budget Management talks of movement towards 3 percent with slippage of 0.5 percent being tolerated in difficult times.

 The second set of issues revolves around the question of whether this will really help to revive the economy.

 The fundamental question is whether a sum of Rs 2 lakh crore of capex as of today can galvanise an economy of Rs 204 lakh crore (for 2019-20)? As a corollary, if this increases to Rs 4 lakh crore, with a higher fiscal deficit, will the course of GDP growth be very different?

 Here the response should be guarded. An increase in capex will definitely increase spending more effectively than any tax cut which depends on the beneficiaries’ response as such an action is direct. As a proportion of expected incremental GDP of around Rs 20 lakh crore in FY21, the big push has to still come from the private sector to move the ‘elephant’. This additional Rs 2 lakh crore can at best create the starting points which have to be joined by the private players.

 (The writer is Chief Economist, CARE Ratings)

 Follow full coverage of Union Budget 2020-21 here

 Find latest and upcoming tech gadgets online on Tech2 Gadgets. Get technology news, gadgets reviews & ratings. Popular gadgets including laptop, tablet and mobile specifications, features, prices, comparison.

 Updated Date: Jan 28, 2020 11:01:14 IST

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

",Recovery in economy has to be led by private investments; government spending cannot work alone,New York,Balwant Singh
1237,0,Hindi,pqr,"If senior Bharatiya Janata Party (BJP) leaders had left us with the capacity to be shocked, we would indeed be profoundly shaken by the fact that a member of the Union Council of Ministers led a crowd he was addressing on Monday in raising a chant exhorting people to Shoot the countrys traitors.

 A BJP candidate for the impending Assembly election in Delhi, Kapil Mishra, led a procession on 21 December, 2019 in which an abbreviated version of this chant was also raised. He was not sanctioned, though his recidivist bouts of incitement led the Election Commission (EC) to slap him gently on the wrist – banning him from campaigning for 48 hours, beginning 5 pm on Saturday (thus, expired now) – for saying that the Delhi election was like a contest between India and Pakistan.

 Minister of State for Finance Anurag Singh Thakur was the offending leader on Monday, raising the chant while campaigning for a BJP candidate in Rithala, Delhi. Considering the fact that a candidate for the elections got away practically unscathed after making incendiary statements serially, it is unclear what the EC can do to Thakur. At best, it can ban him from campaigning altogether, but that will probably neither greatly inconvenience him nor the party.

 Dilip Ghosh, the president of the West Bengal unit of the BJP, had made a similar statement, which he refused to retract after it provoked an outcry. He had said on 12 January that people in West Bengal who were destroying government property while protesting the Citizenship Amendment Act (CAA), 2019, and the National Register of Citizens (NCR) should be shot like dogs as they had been in Uttar Pradesh and Assam. He refused to recant despite criticism from members of his own party and a statement issued by the Uttar Pradesh government to the effect that it had not shot anyone.

 File image of Union minister Anurag Thakur. AFP

 What ought to be done in such cases lies in the bailiwick of the police. This chant is clearly an incitement to violence, even murder. The police can, therefore, slap an accessory-before-the-fact charge on these leaders. The Delhi Police had actually lodged a first information report (FIR) against Mishra for the India-Pakistan tweet. On the face of it, there is no reason to desist from lodging FIRs against Mishra and Thakur for the shoot them slogans. Ghosh has been booked by the West Bengal Police.

 The larger point, however, is the phenomenon itself of senior BJP leaders making statements that do not behoove them. Take the rhetorical trajectory that began with the formulation of the dangerous, though utterly vacuous, phrase tukde, tukde gang. The phrase gained currency in 2016, when then Jawaharlal Nehru University Students Union president Kanhaiya Kumar, along with two other students, was accused of raising anti-national slogans at an event organised by them. They were charged, inter alia, with sedition. In the absence of evidence, the cases against the three former students have languished.

 But these two phrases — tukde, tukde gang and anti-national — have become part of the BJPs rhetorical arsenal. They are used indiscriminately to attack as unpatriotic and even traitorous anyone and everyone who does not embrace the viciously exclusivist and majoritarian ideological frame of the Rashtriya Swayamsevak Sangh (RSS) and its parivar, which includes preeminently the BJP.

 Thus, a number of leaders have branded the protesters currently demonstrating peacefully at Delhis Shaheen Bagh and scores of Shaheen Baghs all over India. It was Union Law Minister Ravi Shankar Prasad who, most recently, accused the Shaheen Bagh protesters of being, by default, part of the tukde, tukde gang.

 A significant section of the protesters at Shaheen Bagh and elsewhere are, however, apolitical women who are participating in a protest for the first time in their lives because they genuinely fear that a toxic combination of the CAA and the NCR will rob many Muslims, alongside many poor and indigent people regardless of their denominational status, of their citizenship and wreak great damage to constitutional democracy.

 Find latest and upcoming tech gadgets online on Tech2 Gadgets. Get technology news, gadgets reviews & ratings. Popular gadgets including laptop, tablet and mobile specifications, features, prices, comparison.

 Updated Date: Jan 28, 2020 11:09:27 IST

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

 ,

","Anurag Thakur leading goli maaro chant tests limits of political speech, speaks to malaise of hate in Indian polity",Manhattan,Kim Kardasian
1238,0,Hindi,xyz,"The Associated PressJan 28, 2020 10:58:45 IST

 Britain faces a crucial choice on Tuesday over whether to allow Chinas Huawei Technologies to build its next-generation wireless networks. The decision has implications for the countrys diplomatic relations with the United States, which is pushing allies to shun the Chinese company over cyber-security concerns. And Britains choice will feed into a wider battle between the US and China over technological supremacy that has seen the worlds two biggest economies engage in a damaging trade war.

 Britains National Security Council is poised to decide whether to allow Huawei to build parts of its new high-speed cellular network known as 5G, an infrastructure program the country sees as critical to its economic future. But Huawei has come under scrutiny because of worries that communist leaders in Beijing could, under Chinas 2017 national intelligence law, compel the company to carry out cyber espionage. The United States has been pressing allies to shun Huawei and has threatened to cut off intelligence cooperation with Britain if it gives Huawei access. Supporters say Britain needs Huaweis expertise and that security issues can be managed. The company denies it would give data access to the Chinese government.

 Days away from leaving the European Union and desperately needing to secure its future outside of the trading bloc, Britain is now caught in the middle of a geopolitical battle between the US and China — both important trading partners.

 Prime Minister Boris Johnsons government finds itself in the awkward position of risking the fury of its closest ally at just the moment it really needs President Donald Trumps administration to quickly strike a trade deal. Britain is also loathe to insult Beijing. The UK made a point of courting Chinese investment with the State Visit of Xi Jinping in 2015, a gilded affair meant to underline the dawn of a new era.

 Huawei.

 Johnson hinted Monday that he wants to thread a middle route. “The way forward for us clearly is to have a system that delivers for people in this country the kind of consumer benefits that they want through 5G technology or whatever, but does not in any way compromise our critical national infrastructure, our security or jeopardise our ability to work together with other intelligence powers around the world,” he said. “We are going to come up with a solution that enables us to achieve both those objectives and thats the way forward.

 Dont be fooled by the name. The fifth generation of cellular networks is not merely an upgrade from existing 4G wireless network technology. Its billed as a radical transformation delivering ultrafast download speeds combined with a vastly reduced signal lag — the slight delay that occurs between, say, tapping out a command on your phone and getting a response. The other difference is that it will be built into thousands of new devices, like thermostats and sensors in medical devices. The aim is for 5G to be instrumental for self-driving cars or for telemedicine, allowing doctors to control robots in remote surgery on patients thousands of miles away. Underpinning all this new connectivity will be a lot more software that can lead to more vulnerabilities.

 Its not just about letting smartphone users download a high-definition movie in seconds instead of minutes. This next generation of mobile infrastructure promises to usher in a new wave of innovation that can drive economic growth. Supporters say Huawei, the worlds biggest maker of networking equipment such as switches and antennas, can help countries meet that goal because it makes cheap, good-quality gear that appeals to wireless carriers. Banning Huawei puts Britain at risk of falling behind economically, they say. Complicating matters, some British wireless carriers have already started installing Huawei 5G gear and dont want to spend more money ripping it out.

 Cell networks have traditionally consisted of two parts. Theres the “radio access network” made up of antennas and base stations on rooftops and masts. Theres also the “core,” the brain keeping track of smartphones connecting to the network so account holders can be billed along with managing data traffic flowing across the entire network. With 5G, US officials worry that the core will run extensively on software. Millions of lines of computer code would present a huge “attack surface” and it could be nearly impossible to spot an accidental vulnerability or a malicious “backdoor” that can be used for siphoning information or crippling vital connected infrastructure like a power grid. These fears arent entirely unfounded. Huawei equipment has for years been inspected at a lab overseen by British officials, who said in their latest annual report that the companys software was buggy.

 Not many. Huawei mainly competes with two Scandinavian rivals, Finlands Nokia and Swedens Ericsson, for wireless infrastructure contracts. South Koreas Samsung and Cisco in the US are smaller competitors. A big reason the Huawei decision has become so fraught is that the global telecom equipment industry has been whittled down to just a handful of players. UK security officials have been hesitant to ban Huawei completely because they want to maintain a diverse range of suppliers to guard against risks. One less company means the security risks are concentrated in the remaining players.

 A similar debate has been playing out in Germany, Europes biggest economy, whose decision could influence smaller neighbours. And the European Unions executive Commission is set to release on Wednesday non-binding guidelines for 5G. Europe is Huaweis biggest market outside China and it has effectively been barred in the US.

 Welcome to Tech2 Innovate, India’s most definitive youth festival celebrating innovation is being held at GMR Grounds, Aerocity Phase 2, on 14th and 15th February 2020.  Come and experience an amalgamation of tech, gadgets, automobiles, music, technology, and pop culture along with the who’s who of the online world. Book your tickets now.

",UK finds itself in awkward position when it comes to Huawei 5G implementation in the country,California,Kobe Bryant
1239,0,English,xyz,"Mudbound director Dee Rees is returning to the Sundance Film Festival with her next feature, The Last Thing He Wanted, a political thriller based on a 1996 Joan Didion novel. The story follows hardscrabble journalist Elena McMahon (Anne Hathaway) who finds herself on dangerous ground as the Iran Contra Affairs arms for drugs plot reaches its tipping point. The movie also stars Willem Dafoe as Hathaway’s father, Rosie Perez as her photojournalist friend, Ben Affleck as a government official, and Edi Gathegi.

 Anne Hathaway in a still from The Last Thing He Wanted trailer | Twitter

 While the movie is set in Reagan era, it also draws parallels with subjects pertaining to the Donald Trump administration such as immigration laws and government secrecy. When ponited out the similarities, Hathaway in an interview told Variety, The migrant crisis really made front-page news while we were filming. Then the next level of family separation started. This whole U.S. involvement was obscured while it was going on in the 1980s, people still aren’t talking about the fact that people we’re turning away to our country, part of the reason why they’re escaping their own countries is because of us. It felt really present. It felt like, “Oh, here we are making those same mistakes again.”

 Hathaway, who plays a staunch journalist in the film, says she didn’t really focus on the journalism part, but was more concentrated on playing Elena. However, filmmaker Rees did put her in touch with a few journalists, who helped her get the insider look. She adds that a very few actors get a map written for them by Joan Didion. And so between Joan’s point of view and Dee’s point of view, there wasn’t a whole lot for her to do except just ground down.

 This year, the lineup of 118 feature-length films at Sundance, includes 44 first-time filmmakers and is among the most diverse in the festival’s 37-year history. In the four competition categories, 46% of the directors are women, 38% are people of color and 12% are LGBTQ.

 When asked if Hollywood is also witnessing this fast change, Hathaway brushes away the subject and says I think the key is not to get lost in those in-between moments, not to panic. It’s happening. No, it’s not happening fast enough. Things are good. Things could get better. Let’s keep going. Let’s not panic and let’s keep talking about it.

 The Last Thing He Wanted will debut on Netflix on 21 February.

 Find latest and upcoming tech gadgets online on Tech2 Gadgets. Get technology news, gadgets reviews & ratings. Popular gadgets including laptop, tablet and mobile specifications, features, prices, comparison.

 Updated Date: Jan 28, 2020 11:01:55 IST

",Anne Hathaway opens up on playing a journalist in Dee Rees political thriller The Last Thing He Wanted,Manhattan,Kobe Bryant
1240,0,Gujarati,abc,"CCL Products India share price added nearly 7 percent intraday on January 28 after the company reported better numbers in the quarter ended December 2019 (Q3FY20).

 The companys consolidated net profit jumped 44.1 percent to Rs 47 crore versus Rs 32.6 crore in the year-ago period.

 Revenue of the company was up 28.8 percent at Rs 302.7 crore versus Rs 235 crore.

 Earnings before interest, tax, depreciation and amortisation (EBITDA) was up 52.4 percent at Rs 84.1 crore and EBITDA margin was up 430 bps at 27.8 percent, YoY.

 At 10:38 hrs, CCL Products India was quoting at Rs 198, up Rs 4.95, or 2.56 percent on the BSE.

 Get access to Indias fastest growing financial subscriptions service Moneycontrol Pro for as little as Rs 599 for first year. Use the code GETPRO. Moneycontrol Pro offers you all the information you need for wealth creation including actionable investment ideas, independent research and insights & analysis For more information, check out the Moneycontrol website or mobile app.

 First Published on Jan 28, 2020 11:04 am

",CCL Products share price gains 7% on better Q3 show,California,Kanye West
1241,0,Telugu,xyz,"TV presenter Bear Grylls will shoot a special episode of his survival show, Man vs Wild, with actor Rajinikanth. Times Now reports that the episode will be shot in Karnataka’s Bandipur National Park, established in 1974 as a tiger reserve under Project Tiger.

 Grylls previously featured Prime Minister Narendra Modi as a special guest on the long-running show, after the Indian General Elections of 2019. Speaking about the experience of having PM Modi on the show, Grylls had told ANI, “We got hit by some really big stones and torrential rain whilst we were there. Our team, who was filming, was really on the edge, but the Prime Minister was just very calm and I saw that throughout our journey. Whatever we were doing, he was very calm. That was cool to see. You never really know what someone is like until there’s a crisis. It was good to be reminded that as a world leader, Prime Minister Modi is calm in a crisis.”

 Rajinikanth is one of the most successful and highest-paid actors in India, having worked across genres and industries in a career spanning over four decades. His next release is the cop action thriller Darbar.

 It was announced on Monday that Grylls will be returning with another season of National Geographic’s Running Wild With Bear Grylls, which will feature Hollywood celebrities such as Channing Tatum, Brie Larson, Joel McHale, Cara Delevingne, Rob Riggle, Armie Hammer and Dave Bautista.

 Follow @htshowbiz for more

","After PMModi, Rajinikanth to feature in Bear Grylls Man vs Wild episode, to be...",New York,Kobe Bryant
